"","Ailuropoda_melanoleuca","Bos_taurus","Colobus_angolensis_palliatus","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Dasypus_novemcinctus","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Heterocephalus_glaber","Homo_sapiens","Ictidomys_tridecemlineatus","Loxodonta_africana","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Pan_troglodytes","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sus_scrofa","Tursiops_truncatus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR11624_SF56",1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR11624_SF59",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,2
"PTHR11627",3,3,4,5,5,3,5,3,3,7,3,3,3,5,4,4,3,3,8,5,3,3,3,5,6,3,5,4,3,3,3,5,3,4,6,9,5,4,5,5,5,3,3,6,7
"PTHR11629",4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4
"PTHR11630",9,9,8,9,9,9,10,9,9,9,9,9,9,9,9,10,7,9,10,9,9,9,10,9,8,9,9,10,9,10,9,12,9,9,9,9,9,9,9,9,9,9,9,11,9
"PTHR11632_SF37",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1
"PTHR11635_SF122",1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,1
"PTHR11636_SF15",2,3,1,3,1,3,2,1,1,1,2,1,1,1,1,8,2,2,1,1,1,2,5,1,2,1,2,2,2,4,1,2,1,2,3,4,5,2,4,1,1,1,1,1,1
"PTHR11639_SF26",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
"PTHR11639_SF52",2,0,1,1,2,1,1,0,0,2,1,1,3,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,1,3,1,1,1,1,1,3,2
"PTHR11639_SF56",1,1,1,4,4,1,4,4,2,6,1,1,1,1,11,1,1,2,1,1,3,1,2,1,1,3,2,1,2,1,1,8,14,3,1,2,1,1,1,1,4,1,1,2,3
"PTHR11639_SF57",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR11639_SF66",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,3,1
"PTHR11639_SF68",1,2,3,6,1,1,8,1,1,1,1,1,3,2,1,1,1,1,1,5,2,2,1,1,1,2,2,3,1,1,0,6,5,5,2,1,2,2,8,3,5,1,1,2,2
"PTHR11645",4,4,4,4,4,3,4,4,3,3,4,4,4,4,5,6,4,5,4,5,3,5,4,4,4,3,4,4,3,4,3,6,4,4,4,4,4,4,4,4,4,4,4,6,4
"PTHR11647",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,7,6,6,7,6,6,8,6,6,6,6,8,6,6,7,6,6,7,6,7,6,6,6,9,6
"PTHR11652_SF14",3,4,4,3,2,4,2,2,2,5,1,1,2,5,2,1,2,1,1,5,2,2,2,1,6,2,4,4,1,3,4,6,4,6,4,2,3,3,3,4,4,5,1,9,2
"PTHR11653_SF8",1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,2,1,2,1,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,4,1,1,1,1,0,1
"PTHR11654_SF15",1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
"PTHR11655",3,7,8,6,3,8,2,4,2,10,1,1,3,4,4,1,3,6,1,2,9,3,7,3,6,4,2,4,3,7,12,11,6,6,4,2,5,4,5,12,4,5,1,2,2
"PTHR11661_SF2",7,5,2,5,2,6,5,4,4,5,1,2,4,4,4,1,4,5,1,4,5,9,4,1,1,6,3,9,3,4,2,9,1,7,4,2,6,6,8,5,6,3,1,3,5
"PTHR11662_SF163",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR11662_SF25",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,3,0
"PTHR11662_SF26",1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"PTHR11668_SF192",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR11668_SF207",2,2,2,3,2,2,4,2,2,2,2,2,2,2,4,3,2,2,1,2,3,3,4,3,3,2,2,2,2,3,2,5,1,2,3,2,3,2,4,2,3,2,3,2,3
"PTHR11668_SF216",2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,3,2,3,2,2,2,2,3,5,6,2,2,2,2,3,2,3,4,3,2,2,2,2
"PTHR11669_SF5",1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1
"PTHR11669_SF7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11671",2,3,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1
"PTHR11673",2,2,2,2,2,2,2,3,2,3,2,2,2,4,4,4,4,3,3,3,3,2,2,2,3,2,2,3,2,3,4,6,2,4,2,5,4,2,6,2,2,2,2,4,2
"PTHR11675_SF10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
"PTHR11675_SF19",1,1,1,3,1,2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11675_SF21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1
"PTHR11675_SF28",1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1
"PTHR11679_SF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11679_SF27",1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR11679_SF31",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR11680",2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2
"PTHR11681",1,2,0,2,2,2,1,0,2,4,2,2,2,2,2,2,3,1,2,2,0,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,1,1,2,2,1,2,1,4,1
"PTHR11683",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR11685_SF117",1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1
"PTHR11685_SF7",1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,3,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1
"PTHR11685_SF98",3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,2,3,1,3,2,2,1,1,1,2,1,1,1,1,2,1,1,1,4,2
"PTHR11686_SF1",1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,2,0,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,0,1,5,1,1,1,0,1,1
"PTHR11690_SF128",2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2
"PTHR11691",8,28,3,1,19,47,6,1,17,17,14,22,5,7,4,17,8,12,9,9,15,11,0,31,9,19,9,9,10,16,18,2,10,6,17,27,13,10,14,13,2,23,7,13,10
"PTHR11692",1,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1
"PTHR11693",1,1,2,4,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,3,1,8,1,1,1,1,2,1,0,1,7,2,2,1,1,2,1,3,1,4,1,1,2,1
"PTHR11695_SF31",1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,2,2,1,1,1,3,1,1,1,1,1,1,2
"PTHR11695_SF375",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1
"PTHR11695_SF376",1,1,3,3,1,1,3,1,1,9,1,2,1,3,0,3,1,2,0,3,2,2,2,1,4,1,1,2,1,1,1,3,2,4,4,0,2,1,2,1,3,1,0,0,1
"PTHR11695_SF396",2,1,3,2,3,1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,4,1,1,1,0,1,3,1,1,1,1,3,1,2,1,1,1,1
"PTHR11695_SF451",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2
"PTHR11695_SF5",1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1
"PTHR11697_SF10",2,3,3,2,3,3,1,6,1,3,1,2,1,4,3,1,2,1,1,4,3,1,1,1,2,1,2,4,4,1,3,7,3,6,2,1,5,1,7,1,1,1,2,4,2
"PTHR11697_SF35",1,1,2,1,2,1,1,1,1,2,2,1,3,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,1,1,0,0,2
"PTHR11697_SF82",1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,13,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,3,1
"PTHR11697_SF87",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR11697_SF94",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2
"PTHR11699_SF102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR11699_SF116",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"PTHR11699_SF144",1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1
"PTHR11699_SF18",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR11700_SF8",2,7,5,8,5,2,4,1,3,8,1,1,4,1,2,1,1,1,1,3,2,4,2,1,7,2,2,4,3,1,7,4,3,2,1,4,6,3,2,15,9,5,1,8,6
"PTHR11702_SF23",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"PTHR11702_SF26",2,3,2,8,2,2,2,2,2,1,3,3,2,2,5,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,1,6,2,4,2,2,2,2,3,2,4,2,2,2,2
"PTHR11706_SF27",1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11707_SF3",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11710_SF1",1,4,5,4,2,3,3,1,1,1,1,1,2,4,1,1,1,1,1,4,1,1,3,1,7,1,1,4,1,1,3,5,1,2,3,2,3,3,3,7,5,2,1,6,4
"PTHR11711_SF107",1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11711_SF110",1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,3,1,1,3,1,2,2,2,2,1,2,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,0,1,1
"PTHR11711_SF112",1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,1,1,1,1,1,1
"PTHR11711_SF114",1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11711_SF118",3,4,4,5,2,3,6,3,3,6,5,3,3,4,5,8,4,3,0,4,5,3,3,3,3,3,3,4,3,3,4,4,4,3,2,3,3,3,3,4,4,4,4,2,3
"PTHR11711_SF131",1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11711_SF139",1,1,2,2,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,2,1,2,2,1,1,1,2,1,4,1,1,3,1,4,1,1,1,1,1,2
"PTHR11711_SF141",1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,2,1,1,3,1,1,1,1,4,1,1,1,1,1,2,2,1,3,2,3,1,1,1,1,3,1
"PTHR11711_SF147",1,1,1,1,1,1,2,3,1,2,1,1,1,3,2,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,3,4,1,1,1,2,2,3,2,1,1,1,1,1,1
"PTHR11711_SF19",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"PTHR11711_SF26",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,0,1,2
"PTHR11711_SF41",1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,3,1,1,2,1
"PTHR11715_SF3",2,6,1,3,2,7,3,1,1,1,1,1,2,3,3,3,1,1,1,4,1,1,3,1,1,1,1,2,1,1,5,1,3,4,2,1,6,6,4,3,4,3,1,0,1
"PTHR11716_SF12",1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR11716_SF4",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,1,1,1,1,1,1,1,1,1
"PTHR11717_SF15",1,3,2,2,0,2,2,1,1,3,1,1,1,1,5,1,1,2,2,2,2,2,1,1,1,1,2,3,3,1,3,1,0,2,1,3,1,1,1,1,1,1,0,3,1
"PTHR11721",5,4,7,6,9,6,2,2,4,5,2,2,3,4,5,1,3,3,2,4,8,3,2,1,11,3,7,5,4,2,4,15,6,5,5,5,6,7,5,9,9,3,1,5,7
"PTHR11722",1,2,1,1,2,3,3,1,1,1,0,1,1,2,1,1,1,1,1,2,1,1,2,1,5,1,3,2,0,2,3,6,1,1,1,1,3,2,3,5,2,2,1,2,2
"PTHR11726",4,4,3,5,2,7,4,2,2,9,2,3,3,4,5,2,3,5,2,3,3,4,2,3,5,4,3,6,2,9,5,6,2,4,3,3,6,6,3,3,4,5,1,4,1
"PTHR11727",3,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,5,3
"PTHR11728",2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,4,2,2,2,1,2,3,2,3,3,2,2,2,2,1,3,2,4,2
"PTHR11732_SF140",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR11732_SF189",2,5,5,6,4,5,7,2,2,2,2,2,2,5,1,2,3,2,2,4,2,2,2,2,2,3,2,6,2,4,2,3,2,5,2,2,5,2,5,2,6,2,1,2,3
"PTHR11732_SF192",1,1,1,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR11735",2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR11736_SF8",1,1,1,1,1,1,1,0,0,1,1,1,3,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,0,1
"PTHR11738",14,39,19,19,15,22,14,9,8,22,29,29,18,21,6,490,4,14,32,28,49,28,15,18,9,18,11,24,21,29,34,3,19,30,24,68,25,10,51,18,18,26,9,19,14
"PTHR11739",1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,0,1,1,1,1,2,1,1,3,2,1,1,1,2,1,1,1,0,1,1,1,1,2,1,1,1,1
"PTHR11740",1,1,1,4,1,1,1,1,1,2,1,2,1,1,3,10,1,1,3,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,4,1,1,1,1,1,3,1,1,7,2
"PTHR11742_SF7",1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,2,0,1,1
"PTHR11743",4,5,6,8,8,7,5,5,6,6,4,3,4,8,7,3,3,3,4,6,3,4,3,3,5,5,6,8,6,5,4,12,4,5,4,6,9,4,8,3,8,3,3,5,4
"PTHR11749",1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,2,2,1,2,3,1,1,3,1,1,1,2,2,2,1,1,3,1,2,1,1,2,1,2,1,1,2,1,1,1
"PTHR11751_SF308",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,3,0
"PTHR11752_SF55",1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
"PTHR11752_SF61",1,0,1,1,1,0,1,1,1,1,3,2,1,1,1,1,1,4,3,1,1,1,1,1,3,1,1,1,1,0,3,0,0,1,0,1,1,1,1,2,1,1,1,0,1
"PTHR11752_SF62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11753",7,9,8,8,7,8,9,8,7,8,8,9,12,9,13,8,8,8,11,8,8,7,11,7,7,8,8,7,8,8,8,15,8,9,8,9,8,13,13,7,7,8,7,10,10
"PTHR11757",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
"PTHR11758",5,9,8,13,6,8,5,3,1,10,3,2,5,5,5,1,4,1,3,9,2,4,6,1,5,5,4,4,3,14,5,5,6,7,5,1,5,6,5,9,7,4,0,9,9
"PTHR11759_SF1",2,3,3,5,3,4,2,2,1,4,2,1,1,4,1,1,1,3,1,2,3,2,1,1,4,2,2,4,2,3,5,5,2,4,3,2,4,1,4,3,5,0,1,4,1
"PTHR11760",3,4,4,4,3,5,2,2,3,6,2,3,5,7,3,3,2,2,2,6,4,2,5,2,2,2,5,4,3,2,2,10,3,5,6,5,6,6,6,4,4,2,1,7,4
"PTHR11761_SF8",2,1,4,6,2,5,4,1,1,6,1,1,1,4,1,1,2,1,1,4,2,2,5,1,3,1,2,4,1,9,2,4,2,5,2,3,5,3,4,1,4,2,1,1,2
"PTHR11767",14,15,14,14,15,15,15,15,16,15,15,16,15,16,15,16,15,14,15,15,15,14,14,15,15,16,15,14,14,14,14,15,15,13,14,15,14,15,16,15,14,15,14,16,16
"PTHR11769",6,7,5,5,5,7,4,6,6,7,4,5,4,5,6,5,6,5,8,5,5,6,5,7,7,5,8,5,6,7,6,5,8,5,7,8,5,6,5,7,5,6,5,7,6
"PTHR11771_SF33",1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,8,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
"PTHR11771_SF4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11772_SF3",1,3,1,1,1,5,3,1,1,2,1,1,1,1,0,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"PTHR11772_SF5",1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1
"PTHR11774",3,4,3,3,4,4,3,3,4,3,3,3,3,3,6,4,4,3,3,3,3,3,5,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4
"PTHR11778",2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR11781",5,2,2,2,2,2,3,2,2,4,5,2,3,2,2,3,4,4,3,2,3,2,2,3,2,2,4,2,3,4,2,2,3,2,3,4,2,1,2,2,2,3,2,4,3
"PTHR11782",9,8,8,8,8,8,8,9,8,8,8,8,8,8,10,8,8,8,9,8,6,8,8,9,8,7,8,8,8,8,8,8,8,8,10,8,8,8,8,10,8,8,8,10,8
"PTHR11783_SF39",1,1,2,1,1,1,1,0,2,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,3,1,2,1,1,1,1,2,1,1,0,4,2
"PTHR11783_SF57",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,2,1
"PTHR11785_SF196",1,1,1,1,1,1,1,1,1,20,12,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
"PTHR11785_SF207",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11785_SF209",9,1,1,1,10,1,1,1,1,1,1,1,11,1,2,1,1,1,1,1,1,1,1,3,0,7,1,1,4,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,10
"PTHR11785_SF248",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR11785_SF305",1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR11786",1,1,1,1,0,1,1,3,3,0,1,1,1,2,0,2,2,2,1,1,3,2,0,3,2,1,3,2,1,1,1,2,2,1,1,3,2,1,2,3,0,2,1,0,0
"PTHR11787",3,5,3,3,4,5,3,4,3,3,4,3,3,5,6,4,4,3,5,3,4,3,6,4,3,3,2,3,4,4,6,6,2,3,7,4,4,3,5,3,3,4,3,7,3
"PTHR11792",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,7,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
"PTHR11793_SF11",1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2
